arm,omega,kappa,n_seeds,mean_potential_aversive_count,mean_delivered_aversive_count,mean_suppressed_aversive_count,mean_exposure_rate,mean_successful_relief_action_count,mean_policy_approach_count,mean_policy_flee_count,mean_policy_appease_count,mean_policy_attenuate_count,potential_after_approach_count,exposed_after_approach_count,exposure_rate_after_approach,potential_after_flee_count,exposed_after_flee_count,exposure_rate_after_flee,potential_after_appease_count,exposed_after_appease_count,exposure_rate_after_appease,potential_after_attenuate_count,exposed_after_attenuate_count,exposure_rate_after_attenuate,exposure_accounting_error
closed_loop,1.4,0.5,10,104.1,46.2,57.9,0.4440881874806881,37.6,0.0,180.1,19.9,0.0,0,0,0.0,932,398,0.4270386266094421,104,59,0.5673076923076923,0,0,0.0,-7.105427357601002e-15
closed_loop,1.4,0.6,10,104.1,43.5,60.6,0.418331233279922,38.9,0.0,200.0,0.0,0.0,0,0,0.0,1036,430,0.41505791505791506,0,0,0.0,0,0,0.0,-7.105427357601002e-15
closed_loop,1.4,0.7,10,104.1,42.0,62.1,0.4038941310179401,40.1,0.0,200.0,0.0,0.0,0,0,0.0,1036,415,0.40057915057915056,0,0,0.0,0,0,0.0,-7.105427357601002e-15
closed_loop,1.4,0.8,10,104.1,41.4,62.7,0.3981398575136666,40.4,0.0,200.0,0.0,0.0,0,0,0.0,1036,409,0.3947876447876448,0,0,0.0,0,0,0.0,-7.105427357601002e-15
closed_loop,1.4,0.9,10,104.1,41.4,62.7,0.3981398575136666,40.4,0.0,200.0,0.0,0.0,0,0,0.0,1036,409,0.3947876447876448,0,0,0.0,0,0,0.0,-7.105427357601002e-15
closed_loop,1.4,1.0,10,104.1,41.4,62.7,0.3981398575136666,40.4,0.0,200.0,0.0,0.0,0,0,0.0,1036,409,0.3947876447876448,0,0,0.0,0,0,0.0,-7.105427357601002e-15
closed_loop,1.4,1.1,10,104.1,41.4,62.7,0.3981398575136666,40.4,0.0,200.0,0.0,0.0,0,0,0.0,1036,409,0.3947876447876448,0,0,0.0,0,0,0.0,-7.105427357601002e-15
closed_loop,1.4,1.2,10,104.1,41.4,62.7,0.3981398575136666,40.4,0.0,200.0,0.0,0.0,0,0,0.0,1036,409,0.3947876447876448,0,0,0.0,0,0,0.0,-7.105427357601002e-15
closed_loop,1.4,1.3,10,104.1,41.4,62.7,0.3981398575136666,40.4,0.0,200.0,0.0,0.0,0,0,0.0,1036,409,0.3947876447876448,0,0,0.0,0,0,0.0,-7.105427357601002e-15
closed_loop,1.4,1.4,10,104.1,41.4,62.7,0.3981398575136666,40.4,0.0,200.0,0.0,0.0,0,0,0.0,1036,409,0.3947876447876448,0,0,0.0,0,0,0.0,-7.105427357601002e-15
closed_loop,1.6,0.0,10,115.7,105.8,9.9,0.9153220654719172,7.4,19.0,49.2,79.2,52.6,105,99,0.9428571428571428,283,241,0.8515901060070671,467,416,0.8907922912205567,297,297,1.0,5.329070518200751e-15
closed_loop,1.6,0.1,10,115.7,78.4,37.3,0.6788049203807505,24.4,0.2,130.0,61.0,8.8,1,1,1.0,757,467,0.6169088507265522,344,261,0.7587209302325582,50,50,1.0,0.0
closed_loop,1.6,0.2,10,115.7,63.9,51.8,0.553625478998951,31.8,0.0,159.6,40.4,0.0,0,0,0.0,923,480,0.5200433369447454,229,154,0.6724890829694323,0,0,0.0,7.105427357601002e-15
closed_loop,1.6,0.3,10,115.7,56.9,58.8,0.4930723503989811,35.8,0.0,160.3,39.7,0.0,0,0,0.0,929,421,0.45317545748116256,223,143,0.6412556053811659,0,0,0.0,7.105427357601002e-15
closed_loop,1.6,0.4,10,115.7,53.0,62.7,0.45950764071187133,38.4,0.0,160.3,39.7,0.0,0,0,0.0,929,387,0.41657696447793324,223,138,0.6188340807174888,0,0,0.0,0.0
closed_loop,1.6,0.5,10,115.7,50.8,64.9,0.44035991162987004,39.4,0.0,160.3,39.7,0.0,0,0,0.0,929,371,0.3993541442411195,223,132,0.5919282511210763,0,0,0.0,0.0
closed_loop,1.6,0.6,10,115.7,47.1,68.6,0.4088142492533201,40.4,0.0,180.2,19.8,0.0,0,0,0.0,1045,402,0.384688995215311,107,64,0.5981308411214953,0,0,0.0,0.0
