seed,total_length,pre_length,material_redescription,raw_cs_argmax,pi0,pi1,q0,q1,bf,log_bf,recombination_error,T0,null_mean,null_sd,Q50,Q90,Q95,Q99,p_CRT,E_null,selective_material_redescription,p00,p01,p10,p11,switch_count,switch_rate,mean_dwell,max_dwell,occupancy_min_fraction,cue_context_mix_balance,realized_cue_outcome_contrast,marker_accuracy,marker_informative_count
790754,96,72,True,True,0.011392405063291136,0.9886075949367089,2.6033263438697772e-15,0.9999999999999974,4426524399125.438,29.118635832040482,0.0,9.881902854246853,-2.1920865165838763,3.3494443142535166,-2.29993198330358,2.253268619838034,3.3879314649411447,5.623202199001357,0.002,6.493971389305708,True,0.8694857898748619,0.1305142101251381,0.4001354129141687,0.5998645870858312,18,0.2535211267605634,3.789473684210526,25,0.2638888888888889,0.2638888888888889,0.6708333333333334,0.9583333333333334,48
790755,96,72,True,True,0.011392405063291136,0.9886075949367089,3.535102556828005e-18,1.0,3259788759952038.5,35.720438790629125,0.0,7.762628931363597,1.4544116238133424,3.82897721860368,1.4758612691873216,6.403894731062622,7.761196701467476,10.210667899385516,0.05,0.0014322298961211288,True,0.861311319772153,0.1386886802278469,0.285987669711177,0.714012330288823,14,0.19718309859154928,4.8,12,0.3888888888888889,0.3888888888888889,0.518999518999519,0.94,50
790756,96,72,True,True,0.011392405063291136,0.9886075949367089,4.948823420398092e-05,0.9999505117657961,232.84559407756802,5.450375547529669,0.0,8.155117710909538,2.208409789808223,1.6242186962821548,2.079716446312814,4.42950020421524,5.171166103921106,6.897148248483278,0.001,2.983951606988432,True,0.9498161290166218,0.0501838709833781,0.13699740811488165,0.8630025918851184,5,0.07042253521126761,12.0,25,0.1388888888888889,0.1388888888888889,0.6404901141743247,0.9259259259259259,54
790757,96,72,True,True,0.011392405063291136,0.9886075949367089,9.591466183593569e-16,0.9999999999999991,12014521408350.66,30.117137151477245,0.0,8.402638091303578,2.7296770909618138,3.5244774979865685,2.753991681452586,7.2787937852467826,8.351042911691648,11.039478694567674,0.048,0.05159517961192961,True,0.7426643035659399,0.2573356964340599,0.40827590871582836,0.5917240912841717,22,0.30985915492957744,3.130434782608696,11,0.3333333333333333,0.3333333333333333,0.5513888888888889,0.9433962264150944,53
790758,96,72,True,True,0.011392405063291136,0.9886075949367089,1.8052051937091844e-21,1.0,6.383588757767615e+18,43.30026211432251,0.0,4.986439555688324,1.185573056949136,3.830374331786887,1.23262960571536,6.044927623298288,7.204450281641019,10.367794214348347,0.153,-2.2180107259526958,False,0.8189476574403937,0.18105234255960626,0.16143586276440483,0.8385641372355952,15,0.2112676056338028,4.5,10,0.4027777777777778,0.40277777777777773,0.4678673178673179,0.9411764705882353,51
790759,96,72,True,True,0.011392405063291136,0.9886075949367089,1.81680483438337e-24,1.0,6.342831856200338e+21,50.2016122866148,0.0,4.880996813867254,2.060788000961446,3.915896878958761,2.0143967719953677,7.119053186987232,8.576762638061858,11.725105893735428,0.232,-3.695765824194604,False,0.8666108346301986,0.1333891653698014,0.3757845157998586,0.6242154842001413,15,0.2112676056338028,4.5,11,0.4166666666666667,0.4166666666666667,0.36666666666666664,0.9423076923076923,52
790760,96,72,True,True,0.011392405063291136,0.9886075949367089,2.812107337822229e-19,1.0,4.097883258236467e+16,38.25183204981846,0.0,15.238816621291479,7.739496781494693,2.9666962926644715,7.745585668457776,11.681313728953782,12.762442233207166,14.36531655115885,0.005,2.476374388084313,True,0.8575476073262644,0.14245239267373558,0.0710331592304791,0.928966840769521,3,0.04225352112676056,18.0,39,0.2777777777777778,0.27777777777777785,0.6900793650793652,0.9622641509433962,53
790761,96,72,True,True,0.011392405063291136,0.9886075949367089,5.41511595837974e-11,0.9999999999458489,212805924.52630678,19.175891155863326,1.727233711018889e-77,13.068077135550238,5.218864307100776,3.287783498585491,5.219326213242533,9.296363520423403,10.408257097567523,13.185116178082993,0.011,2.6598200379827155,True,0.6210709051057999,0.3789290948942001,0.2357895327796026,0.7642104672203974,20,0.28169014084507044,3.4285714285714284,9,0.25,0.25,0.38235294117647056,1.0,55
790762,96,72,True,True,0.011392405063291136,0.9886075949367089,1.0280926037875459e-19,1.0,1.120880311517832e+17,39.25806094990213,0.0,10.249520123386823,4.139689784951737,3.742206858096141,4.029408293902922,8.967461795702636,10.513348322766639,13.535647817791034,0.056,-0.26382819937981594,False,0.9259057115057397,0.07409428849426038,0.3190184852365028,0.6809815147634972,9,0.1267605633802817,7.2,21,0.375,0.375,0.5015873015873016,0.9636363636363636,55
790763,96,72,True,True,0.011392405063291136,0.9886075949367089,1.7601943827658826e-24,1.0,6.546826698718297e+21,50.233267411648804,0.0,12.608462167937228,5.358304834489791,3.810563248951004,5.480402516837578,9.817491415070775,11.244389214794465,14.574917991935651,0.03,1.3640729531427631,True,0.7080402420433117,0.29195975795668827,0.2816426612550898,0.7183573387449103,23,0.323943661971831,3.0,10,0.4305555555555556,0.4305555555555555,0.49797979797979797,0.9814814814814815,54
