seed,truth,regret,truth_weight,off_truth_weight,entropy,largest_absorber,largest_absorber_weight,weight_global_downweight,weight_cue_local_relearning,weight_context_split,weight_continuous_drift,weight_change_point,gap_truth_minus_global_downweight,gap_truth_minus_cue_local_relearning,gap_truth_minus_context_split,gap_truth_minus_continuous_drift,gap_truth_minus_change_point
788127,change_point,0.0031401368909493854,0.9264219846963687,0.07357801530363128,0.2677557762368985,context_split,0.0727131310740919,1.3758034244450129e-06,7.096447146468108e-05,0.0727131310740919,0.0007925439546503241,0.9264219846963687,0.3699892829460145,0.20025664916476682,0.050796065039537375,0.11188537369367779,0.0
788128,change_point,0.004111159071783721,0.8492287672197916,0.15077123278020843,0.4771459954021561,context_split,0.1386635498670567,0.004366177716080333,0.0010339715681773856,0.1386635498670567,0.006707533628893973,0.8492287672197916,0.11172366394542887,0.17505663243184166,0.024428014628414374,0.13232801165599195,0.0
788129,change_point,0.006555844144618073,0.8122707971660832,0.1877292028339168,0.5966298980573832,context_split,0.14987509114762976,0.0003970681575995464,0.006411815745938166,0.14987509114762976,0.031045227782749214,0.8122707971660832,0.4490932745993925,0.28423136634295254,0.018239482964426124,0.19667988686217797,0.0
788130,change_point,0.005974761958501107,0.8997866029032231,0.1002133970967769,0.38500837792857134,context_split,0.08402992346519997,0.0025182606173884277,0.009785454567433299,0.08402992346519997,0.003879758446755219,0.8997866029032231,0.04535753924931729,0.06409327781704999,0.0794589602458382,0.1250084101310085,0.0
788131,change_point,0.022541765530946334,0.5612006812244227,0.4387993187755773,1.023665024814016,context_split,0.31698927633215623,0.023082247252292243,0.004972241033621398,0.31698927633215623,0.09375555415750755,0.5612006812244227,0.2536861428335264,0.15275634022698537,0.024175095465827745,0.3069511077663565,0.0
788132,change_point,0.26046288970511977,0.0013316957311938467,0.9986683042688062,0.5809953472154455,continuous_drift,0.8327089580359472,0.12463258212019368,0.022256291762409192,0.019070472350255947,0.8327089580359472,0.0013316957311938467,0.2323062726514138,0.309789595111873,0.10550163919634592,0.27315617202565967,0.0
788133,change_point,0.010287292946444593,0.8358392214608478,0.16416077853915223,0.4778489703059563,context_split,0.1579306547426451,0.00013645332775426023,0.0027520941733960524,0.1579306547426451,0.0033415762953569557,0.8358392214608478,0.5272299845167812,0.2627573261477876,0.08469723145141295,-0.04036431257893547,0.0
788134,change_point,0.007244990271273455,0.8995713387745999,0.10042866122540006,0.3383831996649192,context_split,0.09835342072770314,0.0005831736465092907,0.0008390307993575191,0.09835342072770314,0.0006530360518301219,0.8995713387745999,0.6954615391411849,0.45103272776290115,0.10049290989367154,0.2750361821125429,0.0
788135,change_point,0.005013132605010462,0.905571146470727,0.094428853529273,0.3305264099140555,context_split,0.09089784146229879,0.00018170122018696655,0.0023081886731055475,0.09089784146229879,0.001041122173681832,0.905571146470727,0.39442301148329495,0.32809290749425557,0.06311791515421294,0.31781767146896556,0.0
788136,change_point,0.013249304124493655,0.8334829462329012,0.1665170537670988,0.5414809939838314,context_split,0.12993707168846083,4.205676061962661e-05,0.000625141760276826,0.12993707168846083,0.035912783557741496,0.8334829462329012,0.7853046029791209,0.5342327099148116,0.09380593595445319,0.25722094742603385,0.0
