seed,truth,regret,truth_weight,off_truth_weight,entropy
787243,context_split,1.0874143156295683e-07,0.9999973840517763,2.6159482237053666e-06,3.7810079262911175e-05
787244,context_split,2.251223702269082e-07,0.9999902066994222,9.793300577820574e-06,0.00012815755537583253
787245,context_split,1.4589495241542258e-08,0.9999996378810392,3.6211896081717043e-07,5.980731069233044e-06
787246,context_split,0.0019152070429428274,0.9546607718162599,0.04533922818374014,0.18495519373641406
787247,context_split,-9.61173400204629e-05,0.9978273123940467,0.0021726876059533495,0.01727598566737014
787248,context_split,3.1060390123904824e-05,0.9992426592110618,0.0007573407889381878,0.0062376180695658725
787249,context_split,1.0439832571762508e-06,0.9999721755592478,2.7824440752222124e-05,0.0003479330584892211
787250,context_split,1.2542038575702463e-05,0.9996980469867094,0.0003019530132906123,0.0029841089454758695
787251,context_split,0.00015692062644608504,0.9961255037630035,0.0038744962369965386,0.02593029608438224
787252,context_split,6.990374091239583e-05,0.9983622428137959,0.0016377571862040696,0.012662620481907945
787253,context_split,0.00012292172430002543,0.9967928958465124,0.003207104153487572,0.024429460889163576
787254,context_split,4.5698874906463516e-08,0.9999983080667231,1.691933276926072e-06,2.5131413560759498e-05
787255,context_split,1.5499013466128513e-05,0.9996259466083934,0.0003740533916065658,0.003730060998465269
787256,context_split,0.0002270022930203434,0.9945577825895776,0.00544221741042239,0.037281218447523495
787257,context_split,0.0008222411990933173,0.9804068489232863,0.019593151076713666,0.11292453986477005
787258,context_split,1.0945717339912638e-07,0.9999962066701347,3.7933298653314296e-06,5.383851536485767e-05
787259,context_split,0.0003571619597420768,0.9907605558286318,0.009239444171368238,0.05825115082085706
787260,context_split,2.727569319146047e-06,0.9999262419100198,7.375808998022482e-05,0.0008326726352893368
787261,context_split,-0.0009070415515595917,0.93905820553207,0.06094179446793002,0.22994388535971216
787262,context_split,9.622242608623802e-06,0.9997678905499908,0.00023210945000917693,0.00236067766135005
787263,context_split,2.606993249424742e-07,0.9999936669111565,6.333088843457624e-06,8.456381152679342e-05
787264,context_split,2.3796585678266997e-05,0.9994087890133992,0.0005912109866007542,0.00557748160414516
787265,context_split,5.8955641758136794e-06,0.9998459118954189,0.0001540881045810627,0.0016062228894499807
787266,context_split,2.386118106064335e-07,0.9999941103664829,5.8896335171088054e-06,8.237895517833685e-05
787267,context_split,9.71844230572098e-07,0.9999752744417985,2.4725558201543762e-05,0.00030905809692934364
787268,context_split,8.413516727164469e-06,0.9997949570695457,0.00020504293045431332,0.002085237608170862
787269,context_split,-1.553035584992794e-05,0.9986209330833589,0.0013790669166411362,0.010688109803406795
787270,context_split,0.0005748759583651027,0.9856286034755583,0.014371396524441749,0.07742597438248697
787271,context_split,0.006637577551711497,0.8477169230015605,0.15228307699843946,0.5664817405338589
787272,context_split,1.643384465814061e-05,0.9995995199373894,0.00040048006261061975,0.003581778379836346
787273,context_split,1.1132180155470905e-07,0.9999972473633829,2.752636617087134e-06,3.988474700474558e-05
787274,context_split,1.2076109001668556e-09,0.9999999708335306,2.9166469350805357e-08,5.598655861473547e-07
787275,context_split,0.005013588643614675,0.8646853169563308,0.13531468304366923,0.4978956267961889
787276,context_split,1.0014254742192938e-05,0.9997468230632737,0.00025317693672632924,0.0024978735644447564
787277,context_split,7.369019550533078e-05,0.9980838207789684,0.0019161792210315998,0.015672699876894382
787278,context_split,8.07741894733501e-06,0.9998057393427411,0.00019426065725891561,0.0019988510572383125
787279,context_split,-4.062405090839623e-07,0.9995141189364644,0.00048588106353564253,0.004442685599186334
787280,context_split,1.6082828614057593e-05,0.999544443749462,0.00045555625053794735,0.004083150807223326
787281,context_split,0.0007731655671860219,0.9812460372321162,0.01875396276788377,0.1083073638953736
787282,context_split,4.413083252903978e-07,0.999989046643761,1.0953356239018497e-05,0.00014568383560111908
787283,context_split,-0.031431781943689195,0.3399358118480765,0.6600641881519236,0.6410254431482911
787284,context_split,1.3611316000231948e-06,0.9999669198536534,3.3080146346620154e-05,0.00039751704355164304
787285,context_split,-8.966253743025732e-06,0.999967140976255,3.285902374494665e-05,0.00039622895053402214
787286,context_split,7.977312952315667e-05,0.9980655723950784,0.0019344276049215736,0.015123129535108509
787287,context_split,2.651914956341983e-05,0.9993562061601409,0.0006437938398591303,0.005954023056424562
787288,context_split,0.008257800965242387,0.8195054925193942,0.1804945074806058,0.5275913546988092
787289,context_split,3.032962470802166e-07,0.999992716707159,7.283292841053779e-06,9.41967914858407e-05
787290,context_split,0.022426478771473118,0.07404470423200199,0.925955295767998,0.264089448182359
787291,context_split,3.0769472417387554e-05,0.9992579155396245,0.0007420844603754917,0.0067974332262031945
787292,context_split,1.1950738547206186e-05,0.999712833594458,0.00028716640554204975,0.0027906946300470872
787293,context_split,0.0002496179764325627,0.9932711974929326,0.006728802507067422,0.04537004749217044
787294,context_split,6.7044750332219865e-06,0.9998336437902291,0.00016635620977090149,0.0017623752288503346
