scenario,t,x_true,y,x_mean,x_var,z_mean,h_mean
mpe,53,3.0278563228345408,3.5823939157400053,3.5081919736141867,0.09802316121130755,-1.745310621984484,-1.4749520544965267
mpe,54,3.6490561849904855,4.453162927537179,4.417273468713789,0.09679667245740883,-1.3209432928646265,-1.4746092247401819
mpe,55,4.430999160102459,4.502737183743065,4.491808076180894,0.09643221338550961,-1.2278871431339748,-1.3674303542305906
mpe,56,7.197335654330237,6.603488951602078,6.541724845761485,0.0973562956327168,-1.4803015544380755,-1.476578445963018
mpe,57,8.838248077419063,8.92178765993566,8.860960206066485,0.09775308072808281,-1.6430523792853275,-1.6011110995166318
mpe,58,7.478568898409029,7.377426058381721,7.407794097688519,0.09708136050873048,-1.4243802831377808,-1.5839914732687426
mpe,59,9.364095742160858,9.308133462399649,9.255739211333234,0.09769262428671219,-1.6314881346027386,-1.6729709087699869
mpe,60,9.059989494651745,8.791256923889403,8.791307731070496,0.09700310413414043,-1.4155968888059485,-1.5295919588439635
mpe,61,7.0835545828564594,7.303048947440442,7.335577156411954,0.09689821552589227,-1.3593149489047884,-1.5178612127385487
mpe,62,8.826713929470486,8.750870779358657,8.702698320778758,0.09729682944438055,-1.4796271065688622,-1.5759722804805931
mpe,63,4.636119332881958,4.728290444877213,4.790167596886095,0.09825169878925401,-1.8870288526209709,-1.7386882502397483
mpe,64,6.917623756182354,7.24288005559159,7.192059230675533,0.09811230846339367,-1.832972002341758,-1.8426658457331315
mpe,65,7.372972020438625,7.628019902609739,7.608632599755292,0.0975630732679502,-1.6232468133719584,-1.7813198151783416
mpe,66,8.450127118542335,8.251099144138383,8.225495579392645,0.09749695860377457,-1.589405320236585,-1.7507177542712418
mpe,67,5.973903346590898,5.902847185759274,5.944866494551685,0.09780161719979576,-1.697931257800245,-1.802616571868936
mpe,68,5.066110603461975,4.604652213344504,4.630210410540193,0.09754948140819203,-1.6115600579939136,-1.77283406696489
mpe,69,7.343199505046174,7.468636159585808,7.416290532809623,0.09829489532746971,-1.9303490105346293,-1.895977745354812
