seed,length,acute_count,acute_widths,control_level,action_dependence,low_control_fraction,chronic_profile,scheduled_dose,available_formation_margin,available_formed,available_final_persistent_probability,available_max_step_change,available_realized_avoidance_mediator,available_avoidance_rate,available_realized_event_fraction,replay_formation_margin,replay_formed,replay_final_persistent_probability,replay_max_step_change,replay_realized_avoidance_mediator,replay_avoidance_rate,replay_realized_event_fraction
809355,90,1,1,2,0.25,0.75,none,0.011111111111111112,-8.197254382706657,0,0.2371103580054755,0.05519745784369273,0.06666666666666667,0.13333333333333333,0.011111111111111112,-8.479118408267555,0,0.2334983628197073,0.05519745784369273,0.0,0.0,0.011111111111111112
809356,60,1,3,2,0.25,0.75,none,0.05,-1.8603171892813029,0,0.5114539522711923,0.04890284855279581,0.1,0.23333333333333334,0.05,-2.3735450351044607,0,0.40411812241558903,0.06382046261188018,0.0,0.0,0.05
809357,60,1,2,3,0.5,0.5,bursty-moderate,0.21666666666666667,-5.900233918379236,0,0.2399800202115348,0.0461752560408836,0.0,0.18333333333333332,0.21666666666666667,-5.760887877571028,0,0.22673638240033422,0.048429054947548816,0.0,0.0,0.21666666666666667
809358,60,1,3,3,0.5,0.5,steady-low,0.13333333333333333,-3.9844423961100746,0,0.2465649031766507,0.06325123651474185,0.05,0.23333333333333334,0.13333333333333333,-4.525576811832402,0,0.22811957228183327,0.05616892454878286,0.0,0.0,0.13333333333333333
809359,120,1,3,3,0.5,0.5,none,0.025,-5.769561475060286,0,0.3603374338957279,0.060764501715257546,0.008333333333333333,0.10833333333333334,0.025,-7.040491393865198,0,0.20416025142258393,0.061127571610027964,0.0,0.0,0.025
809360,90,1,2,3,0.5,0.5,none,0.022222222222222223,-5.925042280371779,0,0.20702473116977163,0.05951138802056849,0.06666666666666667,0.2,0.022222222222222223,-6.206386051142868,0,0.2081175501613582,0.061951125318375044,0.0,0.0,0.022222222222222223
809361,120,1,2,3,0.5,0.5,none,0.016666666666666666,-8.896488479197528,0,0.1493313408574823,0.05968620680685077,0.05,0.10833333333333334,0.016666666666666666,-8.77910144430808,0,0.15861759010979115,0.05968620680685077,0.0,0.0,0.016666666666666666
809362,120,1,2,3,0.5,0.5,steady-low,0.1,-8.776844479504827,0,0.20942764725956192,0.07156139244750298,0.08333333333333333,0.21666666666666667,0.08333333333333333,-7.830391258208509,0,0.21675747409120039,0.0632497733738493,0.0,0.0,0.1
809363,120,1,2,3,0.5,0.5,steady-low,0.1,-9.32114770479696,0,0.24922798877675095,0.05834761906200436,0.058333333333333334,0.26666666666666666,0.09166666666666666,-8.280242027541796,0,0.32150735953941645,0.055408110281694234,0.0,0.0,0.1
809364,90,1,3,3,0.5,0.5,steady-low,0.1111111111111111,-6.9006904375508125,0,0.35812977228778,0.051726191141053646,0.07777777777777778,0.34444444444444444,0.1,-7.138223893731855,0,0.36507173537460025,0.050506895945043845,0.0,0.0,0.1111111111111111
809365,60,1,2,4,0.75,0.25,none,0.03333333333333333,-5.2388082589009155,0,0.17492973610694842,0.05532095878987958,0.016666666666666666,0.05,0.03333333333333333,-5.253404439388838,0,0.17479737579803012,0.05532095878987958,0.0,0.0,0.03333333333333333
809366,90,1,2,4,0.75,0.25,bursty-moderate,0.2,-9.218845033780536,0,0.20129823603778313,0.04924373922649236,0.05555555555555555,0.2,0.15555555555555556,-10.728178770204888,0,0.16414170728314176,0.04924373922649236,0.0,0.0,0.2
809367,60,1,2,4,0.75,0.25,none,0.03333333333333333,-4.784128138167335,0,0.21695197724669088,0.052066253325641465,0.05,0.11666666666666667,0.03333333333333333,-4.853431301216377,0,0.21257514389362062,0.05039122591012715,0.0,0.0,0.03333333333333333
809368,90,1,1,4,0.75,0.25,none,0.011111111111111112,-3.4703999641659835,0,0.41017875746688587,0.051968832438165635,0.022222222222222223,0.17777777777777778,0.011111111111111112,-3.6713395342194155,0,0.3858535422134864,0.051968832438165635,0.0,0.0,0.011111111111111112
809369,60,1,2,4,0.75,0.25,steady-low,0.11666666666666667,0.058331318115894204,0,0.808653052959649,0.06000248014524667,0.11666666666666667,0.4166666666666667,0.08333333333333333,-3.378843356079222,0,0.28172280316385895,0.056258382969298526,0.0,0.0,0.11666666666666667
809370,90,1,1,4,0.75,0.25,none,0.011111111111111112,-6.483806324204601,0,0.3047485549023023,0.06216856758020228,0.022222222222222223,0.17777777777777778,0.011111111111111112,-7.281869009649175,0,0.18631658640457777,0.05883855271488292,0.0,0.0,0.011111111111111112
809371,90,1,2,4,0.75,0.25,none,0.022222222222222223,-3.965975324722956,0,0.39501734308856695,0.060987647005915246,0.022222222222222223,0.1111111111111111,0.022222222222222223,-3.8913726029842604,0,0.4168808157537597,0.060987647005915246,0.0,0.0,0.022222222222222223
809372,90,1,2,4,0.75,0.25,bursty-moderate,0.2,-7.460071939283322,0,0.22523320713596093,0.05847760213511727,0.011111111111111112,0.17777777777777778,0.15555555555555556,-8.923810699248335,0,0.19289095843746093,0.05428033497014112,0.0,0.0,0.2
809373,60,1,3,5,1.0,0.0,steady-low,0.13333333333333333,-3.9602537011688836,0,0.2697598014013085,0.06585206965315138,0.13333333333333333,0.3,0.11666666666666667,-5.288643382912344,0,0.2036669979151303,0.049208685358683835,0.0,0.0,0.13333333333333333
809374,120,1,1,5,1.0,0.0,steady-low,0.09166666666666666,-7.407496586156577,0,0.5990505588208153,0.05390344104079181,0.14166666666666666,0.35833333333333334,0.058333333333333334,-12.867741715556653,0,0.15927484511278417,0.0475639495948742,0.0,0.0,0.09166666666666666
